airline,origin,destination,departure_hour,distance,day,delay
Aero Contractors,ABV,LOS,22,327,15,0
Aero Contractors,LOK,BEN,19,305,7,0
Air Peace,YOLA,LOS,18,551,8,0
Max Air,PHC,BAK,7,1033,28,1
Max Air,JOS,BAK,17,513,16,0
Green Africa,JOS,PHC,4,1200,13,1
Aero Contractors,LOS,YOLA,11,583,5,0
Overland Airways,PHC,YOLA,9,1201,3,0
Arik Air,BEN,PHC,14,216,13,0
Air Peace,ABV,ILR,4,1289,19,0
Air Peace,BEN,JOS,16,1085,12,1
Overland Airways,BAK,PHC,22,1336,19,1
Arik Air,PHC,BEN,3,270,17,0
Green Africa,ILR,BEN,11,1284,11,1
Azman Air,LOS,BEN,17,643,27,1
Ibom Air,KAN,PHC,7,1168,3,0
Aero Contractors,BAK,BEN,19,682,29,0
Max Air,YOLA,BEN,16,1467,2,1
Overland Airways,ILR,KAN,7,716,24,0
Aero Contractors,PHC,KAN,12,516,26,1
Max Air,PHC,ABV,22,1244,14,1
Ibom Air,BEN,ILR,2,897,26,0
Azman Air,BEN,LOS,6,430,21,1
United Nigeria,JOS,BEN,17,1063,17,1
Ibom Air,BEN,ABV,20,1301,2,1
Aero Contractors,LOK,BAK,6,762,18,0
Dana Air,BAK,LOK,22,1007,15,1
Max Air,PHC,YOLA,6,489,16,0
United Nigeria,KAN,PHC,1,1441,16,1
Dana Air,BEN,ILR,6,299,7,0
Max Air,ILR,KAN,13,348,6,0
Ibom Air,YOLA,PHC,14,1378,14,1
Max Air,LOS,PHC,15,594,8,1
Air Peace,PHC,ABV,23,575,20,1
United Nigeria,LOK,ILR,7,301,25,0
Arik Air,LOK,BEN,20,291,19,1
Green Africa,BEN,ILR,6,610,19,0
Arik Air,BAK,ABV,10,605,28,0
Arik Air,JOS,YOLA,23,220,12,0
Azman Air,ILR,LOK,3,831,9,0
Overland Airways,LOK,YOLA,17,218,9,0
Max Air,ILR,PHC,22,352,29,1
Azman Air,LOS,BAK,12,500,27,0
Arik Air,ILR,BAK,16,612,5,1
Air Peace,PHC,BAK,11,401,26,0
Green Africa,YOLA,ILR,17,338,30,0
Dana Air,PHC,JOS,6,211,1,0
Overland Airways,KAN,JOS,11,334,3,1
Overland Airways,LOK,ILR,11,1135,11,0
Overland Airways,LOK,LOS,12,280,21,0
United Nigeria,KAN,JOS,0,1293,4,0
United Nigeria,ILR,ABV,6,1427,20,1
Ibom Air,PHC,KAN,15,790,1,0
Aero Contractors,JOS,LOS,15,1191,31,0
Green Africa,JOS,YOLA,20,910,6,1
Azman Air,KAN,BAK,15,996,28,0
Max Air,LOK,LOS,15,1379,10,1
Arik Air,KAN,BEN,13,930,27,1
Aero Contractors,LOS,ILR,10,476,4,1
Azman Air,LOS,ILR,10,248,26,0
Aero Contractors,ABV,KAN,1,809,30,1
Max Air,YOLA,PHC,6,492,22,1
Air Peace,BAK,JOS,8,1244,21,1
United Nigeria,BEN,YOLA,8,671,5,1
Azman Air,ABV,LOK,13,1361,2,1
Green Africa,JOS,ILR,9,429,1,1
Dana Air,ILR,BEN,15,1037,16,0
Air Peace,LOK,ABV,23,556,7,1
United Nigeria,ILR,PHC,17,740,21,0
Overland Airways,KAN,PHC,0,1026,3,1
United Nigeria,LOK,KAN,23,1135,14,0
Aero Contractors,BEN,BAK,1,1244,22,0
Ibom Air,BEN,LOK,19,1013,19,1
Air Peace,PHC,BAK,3,844,16,0
Overland Airways,ILR,YOLA,1,726,22,0
Aero Contractors,BAK,PHC,3,1221,6,1
Azman Air,BEN,LOK,22,1328,30,1
Green Africa,YOLA,KAN,5,822,25,0
United Nigeria,PHC,BAK,21,1050,24,0
Azman Air,BAK,JOS,3,623,1,0
Aero Contractors,ILR,LOK,4,203,11,0
United Nigeria,BAK,JOS,12,863,18,1
Green Africa,BAK,LOS,2,1086,9,0
Ibom Air,BEN,LOK,18,737,22,0
Max Air,LOK,PHC,19,1417,3,1
Aero Contractors,PHC,KAN,10,559,24,1
United Nigeria,JOS,BEN,20,1296,28,1
Green Africa,YOLA,BEN,14,894,23,0
Dana Air,LOK,BEN,21,284,1,0
Max Air,LOK,PHC,7,278,29,1
Ibom Air,PHC,BAK,1,219,10,0
Air Peace,ILR,BEN,7,355,15,0
Air Peace,ABV,KAN,23,1340,10,1
United Nigeria,PHC,BEN,19,1079,26,1
Overland Airways,ABV,BAK,22,1138,8,1
United Nigeria,KAN,LOK,15,809,29,1
Air Peace,ABV,LOS,12,1173,2,0
Max Air,KAN,ILR,16,221,2,0
Azman Air,BAK,KAN,13,460,25,0
Arik Air,YOLA,KAN,13,259,30,0
United Nigeria,BEN,BAK,0,1136,21,0
Max Air,PHC,YOLA,23,362,19,0
Overland Airways,BAK,PHC,0,1337,31,1
Max Air,JOS,PHC,2,553,22,1
United Nigeria,JOS,ILR,21,395,9,0
Aero Contractors,LOK,BEN,23,1268,27,1
Dana Air,PHC,LOK,14,824,25,0
United Nigeria,LOS,BEN,4,1104,25,1
Green Africa,BEN,YOLA,4,378,27,0
Air Peace,LOS,JOS,3,524,10,0
Arik Air,YOLA,JOS,13,569,30,0
Arik Air,LOK,ABV,19,767,27,0
Azman Air,BEN,ILR,6,978,4,0
Dana Air,KAN,BAK,21,1125,21,0
Green Africa,ABV,YOLA,23,314,28,1
Air Peace,BEN,LOK,14,556,30,0
Arik Air,ILR,PHC,10,1390,1,0
Max Air,ABV,YOLA,5,997,26,0
Azman Air,YOLA,LOK,9,522,22,0
United Nigeria,JOS,YOLA,6,241,2,0
United Nigeria,ABV,BEN,9,1342,23,0
Aero Contractors,ILR,ABV,13,773,31,0
Green Africa,ABV,BEN,21,1412,15,0
Ibom Air,BEN,ILR,0,484,20,0
Arik Air,BEN,KAN,18,303,25,0
Overland Airways,LOK,BAK,7,768,13,1
Overland Airways,BEN,ABV,18,656,1,0
United Nigeria,YOLA,LOK,16,510,22,0
Ibom Air,ILR,LOK,18,1388,2,1
Overland Airways,PHC,LOS,15,606,6,0
Dana Air,PHC,BEN,3,1044,7,1
Dana Air,JOS,PHC,7,780,19,0
Air Peace,BAK,ILR,3,1281,4,1
Ibom Air,YOLA,ILR,12,918,18,1
Dana Air,BAK,LOK,6,796,23,0
Dana Air,PHC,ILR,0,1474,9,0
Overland Airways,ABV,BAK,3,1383,11,1
Air Peace,ABV,JOS,13,386,5,0
Green Africa,BEN,BAK,8,1095,25,0
Max Air,BEN,BAK,2,663,24,1
Arik Air,LOS,BAK,14,529,1,0
Arik Air,ABV,LOS,4,548,2,0
Azman Air,ABV,PHC,0,699,23,0
Max Air,KAN,JOS,10,689,3,0
Max Air,LOK,JOS,18,1204,22,0
Arik Air,PHC,BAK,4,479,17,1
Arik Air,BEN,JOS,21,1054,24,1
Green Africa,ILR,LOK,23,1387,2,1
Ibom Air,BEN,ABV,16,1204,1,0
Ibom Air,ILR,PHC,18,597,2,1
Green Africa,LOS,ILR,16,1291,8,1
Overland Airways,ILR,ABV,4,627,13,1
Max Air,BEN,LOK,23,574,26,0
Aero Contractors,JOS,LOS,19,1215,14,1
Max Air,BEN,PHC,8,831,21,1
Azman Air,YOLA,LOS,21,1188,12,0
Arik Air,JOS,YOLA,5,896,9,1
Max Air,ABV,KAN,20,1127,28,1
Arik Air,PHC,LOS,12,277,19,1
Max Air,ILR,BEN,20,687,24,0
Azman Air,BEN,KAN,10,1393,20,1
Overland Airways,BEN,BAK,22,1261,7,1
Aero Contractors,ILR,BAK,23,766,26,0
Dana Air,BAK,ABV,22,1150,10,1
Green Africa,PHC,LOK,0,757,24,0
Green Africa,KAN,JOS,16,370,3,1
Aero Contractors,LOK,KAN,5,841,19,0
Max Air,ABV,ILR,2,491,17,1
Dana Air,JOS,PHC,15,780,8,0
Azman Air,BEN,YOLA,12,621,31,0
Ibom Air,LOS,LOK,11,304,18,1
Max Air,PHC,LOK,10,765,7,1
Overland Airways,ILR,YOLA,22,1079,31,1
Arik Air,BEN,ILR,1,1074,27,0
Air Peace,JOS,LOS,18,447,7,1
Max Air,LOS,ILR,7,1126,30,1
Air Peace,LOK,ILR,12,508,23,0
Max Air,LOK,KAN,13,1329,20,0
Aero Contractors,JOS,BEN,14,514,23,0
Max Air,LOS,LOK,14,1144,16,0
Green Africa,ILR,ABV,20,738,15,0
Air Peace,LOS,JOS,9,271,14,0
Max Air,YOLA,ILR,0,577,16,1
Ibom Air,ILR,YOLA,11,1408,31,0
Arik Air,ABV,ILR,8,333,27,1
Ibom Air,KAN,YOLA,22,1397,31,1
Dana Air,ABV,PHC,4,592,24,1
Max Air,KAN,BAK,21,1287,9,0
United Nigeria,ABV,PHC,14,1195,23,0
Overland Airways,LOS,ABV,2,614,22,0
Ibom Air,PHC,BEN,18,602,21,1
Air Peace,JOS,KAN,6,1336,31,1
Aero Contractors,BEN,YOLA,6,264,10,0
Overland Airways,KAN,BEN,6,1065,15,0
United Nigeria,BEN,YOLA,1,600,26,0
Azman Air,YOLA,KAN,1,489,23,1
Max Air,YOLA,PHC,11,1312,10,1
Aero Contractors,BEN,LOS,4,958,2,1
Max Air,YOLA,BEN,3,1043,5,0
Dana Air,ILR,YOLA,6,860,29,1
Max Air,YOLA,BEN,2,1077,6,1
Air Peace,KAN,YOLA,20,1197,6,1
Dana Air,PHC,KAN,1,951,1,0
Green Africa,YOLA,KAN,16,948,16,1
Azman Air,BEN,JOS,8,564,18,0
United Nigeria,KAN,JOS,19,466,3,0
Arik Air,BEN,PHC,7,605,7,0
Ibom Air,LOS,BEN,6,1388,10,0
Max Air,LOS,BEN,13,865,22,0
Aero Contractors,LOS,PHC,15,1329,21,1
Arik Air,ILR,PHC,9,384,10,0
Arik Air,BEN,LOK,10,982,23,0
Dana Air,ILR,PHC,6,1070,9,0
United Nigeria,BEN,ABV,17,902,27,1
Air Peace,LOK,KAN,18,1106,11,0
Azman Air,YOLA,BEN,13,400,19,0
Arik Air,ABV,LOK,16,817,27,0
Arik Air,PHC,LOS,22,419,8,0
Ibom Air,BEN,JOS,18,1056,28,1
Green Africa,KAN,BAK,21,1211,25,0
Arik Air,YOLA,PHC,12,1252,18,1
Green Africa,JOS,YOLA,22,263,4,1
Dana Air,JOS,KAN,2,1136,2,1
Air Peace,PHC,BEN,1,1319,13,0
Aero Contractors,KAN,BAK,8,739,23,0
Arik Air,LOS,YOLA,6,709,14,0
Green Africa,ILR,PHC,4,238,30,0
Ibom Air,BAK,JOS,19,268,28,0
Azman Air,BAK,JOS,14,476,22,0
Ibom Air,ABV,LOS,19,1343,24,0
Arik Air,YOLA,BAK,0,1309,15,1
United Nigeria,LOK,JOS,19,376,30,1
Aero Contractors,YOLA,ABV,6,1170,13,0
Air Peace,JOS,BAK,4,805,6,0
Max Air,ILR,BAK,3,1315,20,0
Ibom Air,BEN,BAK,18,540,1,0
Green Africa,JOS,BEN,5,620,15,0
Green Africa,BAK,LOS,19,427,6,0
United Nigeria,BAK,JOS,17,672,27,0
Green Africa,ILR,BEN,4,287,15,0
Ibom Air,JOS,LOS,19,389,15,0
United Nigeria,ABV,KAN,14,1066,14,1
Ibom Air,ABV,LOS,20,1180,10,1
Max Air,PHC,ILR,19,1180,29,0
Aero Contractors,LOK,BAK,5,335,27,1
Azman Air,ILR,ABV,3,239,8,0
Max Air,ILR,KAN,14,1146,25,1
Green Africa,YOLA,ILR,17,738,22,0
Arik Air,LOS,ABV,5,1057,6,0
Overland Airways,KAN,PHC,23,331,20,0
Green Africa,YOLA,ABV,19,1067,24,0
Arik Air,YOLA,BAK,21,940,21,0
Ibom Air,JOS,BEN,18,738,28,0
Green Africa,ABV,PHC,8,691,23,1
Overland Airways,ABV,LOS,7,479,24,0
Overland Airways,YOLA,BAK,14,1422,22,0
Dana Air,LOK,JOS,0,1108,7,1
Aero Contractors,ABV,KAN,1,865,12,0
Dana Air,BEN,PHC,2,754,23,1
Arik Air,YOLA,JOS,18,1333,4,1
Air Peace,KAN,ILR,9,670,14,1
United Nigeria,LOS,JOS,13,611,4,0
Azman Air,PHC,YOLA,18,712,30,0
Air Peace,BAK,PHC,10,1363,16,1
United Nigeria,ILR,JOS,20,1077,28,0
Arik Air,YOLA,BEN,5,889,31,0
Arik Air,ABV,BEN,18,1148,1,0
Azman Air,KAN,LOS,7,1406,19,1
Aero Contractors,JOS,LOK,1,618,21,0
Overland Airways,BAK,JOS,21,1156,31,1
Dana Air,LOK,BAK,17,1024,10,0
Dana Air,KAN,LOS,2,1450,13,1
Arik Air,ABV,JOS,1,590,6,0
Overland Airways,BEN,LOK,23,1367,30,0
Arik Air,LOS,KAN,3,935,23,0
Ibom Air,JOS,LOK,17,860,4,0
Aero Contractors,JOS,BAK,10,226,16,0
Max Air,PHC,LOK,8,822,8,0
Green Africa,LOS,BAK,7,1083,16,1
Aero Contractors,KAN,LOS,20,326,11,0
Aero Contractors,ILR,PHC,7,480,22,1
Air Peace,ILR,LOK,4,518,27,1
Azman Air,LOS,BEN,12,640,1,0
Azman Air,LOK,ILR,6,540,22,0
United Nigeria,YOLA,LOK,20,893,18,1
Green Africa,LOK,PHC,4,318,4,0
Overland Airways,LOK,LOS,12,977,11,1
Max Air,JOS,BEN,19,889,20,1
Max Air,JOS,BAK,15,912,10,1
Azman Air,BAK,BEN,13,584,16,1
Aero Contractors,ABV,LOK,4,709,29,1
Ibom Air,KAN,LOS,22,1381,10,1
United Nigeria,KAN,BAK,18,285,5,0
Arik Air,BAK,ABV,3,560,26,1
United Nigeria,JOS,YOLA,23,1205,28,1
Air Peace,PHC,JOS,21,991,18,0
United Nigeria,PHC,KAN,23,1308,22,0
Aero Contractors,ABV,PHC,10,558,11,0
Overland Airways,LOS,PHC,1,926,3,0
Aero Contractors,JOS,PHC,12,1356,9,0
Azman Air,ILR,ABV,15,1470,15,0
Overland Airways,ILR,LOS,8,1364,22,1
Dana Air,JOS,BEN,15,646,19,0
Overland Airways,BEN,BAK,6,1299,19,1
United Nigeria,LOS,BEN,15,1321,5,1
United Nigeria,ILR,BEN,12,1278,6,0
United Nigeria,YOLA,KAN,4,504,4,0
Dana Air,LOK,PHC,14,970,12,1
Azman Air,JOS,PHC,6,733,5,1
Arik Air,BEN,ABV,17,234,3,0
Green Africa,YOLA,BEN,19,881,10,1
Azman Air,LOK,KAN,22,1363,13,1
United Nigeria,LOK,YOLA,1,1214,4,1
Air Peace,LOS,ABV,9,1323,8,0
Max Air,BEN,YOLA,10,958,20,0
Green Africa,BAK,PHC,20,1246,2,1
Green Africa,ABV,BEN,20,483,4,0
Air Peace,YOLA,ABV,15,572,1,0
Aero Contractors,BAK,PHC,15,396,28,0
Azman Air,YOLA,LOS,16,1387,21,1
Overland Airways,JOS,LOK,5,1092,7,0
Overland Airways,BEN,YOLA,17,1021,5,0
Max Air,LOK,YOLA,11,597,13,1
Aero Contractors,BAK,JOS,14,351,25,0
Azman Air,BEN,PHC,6,390,13,0
Air Peace,ILR,PHC,13,476,8,1
United Nigeria,YOLA,BEN,3,692,17,0
Dana Air,LOK,BEN,16,1466,30,1
United Nigeria,JOS,LOS,10,687,31,0
Dana Air,BEN,KAN,5,475,10,0
Overland Airways,KAN,ILR,9,389,10,0
Azman Air,BAK,PHC,5,495,6,1
United Nigeria,ILR,BEN,15,1457,21,0
Aero Contractors,LOS,BEN,11,540,1,0
Air Peace,PHC,LOK,18,792,30,0
Air Peace,KAN,JOS,15,1416,18,0
Max Air,LOK,ILR,13,1082,3,0
Air Peace,YOLA,LOK,5,1149,26,1
Air Peace,BAK,ABV,8,457,21,0
Green Africa,BAK,JOS,21,1176,7,0
Aero Contractors,LOS,JOS,0,1454,16,1
Overland Airways,KAN,ABV,21,213,22,0
Overland Airways,PHC,BAK,6,755,6,0
Green Africa,ABV,LOS,13,1207,4,0
Air Peace,ABV,LOK,7,409,16,1
Max Air,KAN,ABV,23,1257,4,0
United Nigeria,LOS,BEN,8,946,11,1
Azman Air,BAK,LOK,18,1457,24,0
Ibom Air,ABV,BAK,6,1054,17,0
Arik Air,BAK,ILR,5,1047,19,1
Air Peace,ABV,LOS,17,1150,26,1
Overland Airways,KAN,ILR,4,839,31,0
Arik Air,KAN,BEN,18,607,28,0
Dana Air,LOS,YOLA,10,1015,8,0
Air Peace,LOK,JOS,4,1303,28,1
Ibom Air,LOK,ABV,23,375,14,0
Green Africa,BAK,LOK,8,1214,26,0
Max Air,BAK,KAN,23,1047,16,1
Ibom Air,BAK,ILR,7,517,25,0
Overland Airways,LOS,YOLA,10,609,19,0
Green Africa,JOS,LOK,21,1365,16,0
United Nigeria,BAK,YOLA,5,446,25,1
Green Africa,LOK,JOS,14,376,10,0
Air Peace,LOK,YOLA,5,1010,15,1
Arik Air,YOLA,LOK,21,463,27,1
Arik Air,KAN,JOS,10,367,26,0
Overland Airways,JOS,LOS,14,1248,4,1
Green Africa,ABV,BAK,11,902,28,0
Ibom Air,LOK,KAN,8,727,4,0
Overland Airways,PHC,YOLA,9,227,29,0
Max Air,PHC,LOS,14,863,13,1
Overland Airways,LOK,KAN,16,779,12,0
Overland Airways,PHC,YOLA,15,236,15,0
United Nigeria,BEN,LOK,21,1087,29,0
Azman Air,JOS,YOLA,7,746,23,0
Arik Air,LOK,BAK,10,872,26,0
Dana Air,JOS,YOLA,21,935,31,1
Dana Air,BAK,BEN,1,301,3,1
Ibom Air,BAK,ABV,0,664,8,0
Azman Air,YOLA,LOK,5,679,30,0
United Nigeria,BEN,PHC,4,1109,14,0
Max Air,LOS,LOK,22,415,5,1
Azman Air,LOS,YOLA,21,1198,2,0
Dana Air,ILR,LOK,21,899,10,1
Azman Air,LOS,BAK,4,1470,3,0
Azman Air,BAK,JOS,17,1212,23,1
Azman Air,PHC,JOS,23,1311,10,0
Azman Air,YOLA,LOK,18,533,9,0
Azman Air,JOS,LOK,14,863,17,1
Arik Air,ABV,JOS,8,1423,6,0
Overland Airways,JOS,LOS,13,1201,27,1
Azman Air,LOS,YOLA,4,649,30,0
Air Peace,JOS,LOS,14,1140,23,1
Arik Air,LOK,BAK,19,785,3,0
Overland Airways,BEN,LOK,16,871,7,1
Max Air,BAK,YOLA,23,1478,12,1
Max Air,ABV,BEN,23,1216,18,1
Green Africa,ILR,BEN,8,704,10,1
Aero Contractors,BEN,ILR,12,637,2,1
United Nigeria,JOS,ILR,21,669,17,0
Air Peace,KAN,YOLA,12,205,31,0
Arik Air,ILR,PHC,4,418,3,0
Arik Air,BAK,LOK,13,775,1,0
Aero Contractors,LOK,KAN,6,712,8,0
Green Africa,ABV,BEN,4,1068,13,1
Ibom Air,PHC,LOK,11,1412,11,1
Dana Air,ABV,LOK,2,1174,8,0
Green Africa,BEN,BAK,8,1470,20,1
Overland Airways,ABV,JOS,9,968,31,1
Green Africa,BEN,LOS,0,1176,1,1
Aero Contractors,ILR,BEN,13,885,2,1
Aero Contractors,ABV,ILR,0,820,18,0
United Nigeria,ILR,LOK,9,754,18,1
Air Peace,LOK,ABV,10,749,9,0
Azman Air,LOK,LOS,19,562,7,1
Max Air,BEN,JOS,1,793,9,1
Aero Contractors,JOS,ILR,22,822,10,1
United Nigeria,LOK,BAK,1,1359,26,1
Dana Air,YOLA,BEN,22,633,2,0
Max Air,ABV,YOLA,23,517,5,1
Ibom Air,YOLA,ABV,10,734,17,1
Arik Air,ABV,BEN,7,1282,2,0
Dana Air,LOS,KAN,2,977,20,0
Ibom Air,ILR,JOS,8,339,10,0
Max Air,BEN,JOS,15,1092,31,1
Dana Air,BAK,BEN,15,827,1,1
United Nigeria,BAK,JOS,9,1427,12,1
Ibom Air,KAN,YOLA,5,357,24,0
Arik Air,JOS,BAK,19,1173,15,0
Azman Air,BEN,YOLA,23,395,6,0
United Nigeria,LOK,KAN,19,923,14,1
Overland Airways,PHC,BAK,19,752,14,0
Arik Air,JOS,PHC,10,1061,15,1
Air Peace,JOS,ILR,7,1083,1,1
Green Africa,PHC,BEN,19,657,25,0
Air Peace,ILR,BAK,0,1019,31,1
Aero Contractors,JOS,BAK,5,1268,17,1
Azman Air,LOS,KAN,7,237,11,0
Overland Airways,JOS,YOLA,13,875,15,1
Green Africa,ILR,JOS,0,1416,29,0
Aero Contractors,BEN,JOS,10,1097,27,1
Air Peace,LOK,YOLA,20,815,9,0
Air Peace,ILR,LOS,7,1393,12,1
Arik Air,YOLA,PHC,6,1144,31,1
Azman Air,KAN,ABV,5,1084,2,0
Dana Air,YOLA,LOS,17,1488,15,1
Aero Contractors,BEN,LOS,11,1422,28,0
Dana Air,PHC,YOLA,7,1427,9,0
Max Air,PHC,JOS,20,548,16,1
Azman Air,ABV,PHC,18,242,30,1
Arik Air,KAN,LOS,23,975,17,0
Azman Air,LOK,BEN,4,681,20,1
Ibom Air,BEN,JOS,18,277,27,0
Aero Contractors,ILR,KAN,8,1259,23,0
Dana Air,BAK,ABV,11,1015,4,1
Aero Contractors,LOK,ILR,14,1397,8,0
Aero Contractors,ILR,PHC,12,846,6,0
Azman Air,ABV,LOK,23,851,5,1
Aero Contractors,KAN,JOS,20,963,3,1
Max Air,KAN,JOS,20,478,24,0
Max Air,ABV,PHC,4,658,20,1
Overland Airways,PHC,BEN,1,891,24,1
Max Air,PHC,KAN,18,724,17,0
Aero Contractors,BEN,LOK,7,691,16,1
Aero Contractors,LOS,LOK,13,273,11,0
United Nigeria,ILR,JOS,5,1018,13,0
Max Air,JOS,BEN,6,354,18,1
Air Peace,JOS,BEN,13,718,14,1
Aero Contractors,PHC,JOS,5,574,2,0
Arik Air,ABV,BEN,15,542,12,0
Dana Air,YOLA,PHC,6,243,21,0
United Nigeria,BAK,ABV,15,747,29,0
Ibom Air,LOS,BAK,3,1320,26,1
Aero Contractors,ILR,JOS,20,945,29,1
Green Africa,KAN,ILR,22,635,2,1
Green Africa,LOK,LOS,7,646,25,0
Ibom Air,LOK,LOS,9,1230,18,0
Overland Airways,KAN,LOS,1,1317,17,1
Azman Air,BEN,LOS,5,643,16,0
Ibom Air,LOK,LOS,20,236,2,0
United Nigeria,BAK,YOLA,5,1013,19,1
Dana Air,LOK,ILR,11,1244,31,1
United Nigeria,BEN,KAN,14,667,30,0
Azman Air,YOLA,ILR,23,553,22,0
Ibom Air,PHC,YOLA,17,271,7,0
Air Peace,LOS,BEN,16,1275,27,0
Azman Air,ABV,ILR,8,1445,22,1
Azman Air,JOS,LOK,14,1223,17,1
Max Air,LOS,ILR,17,1189,15,1
Air Peace,BAK,BEN,23,659,9,0
Arik Air,LOK,KAN,20,1390,12,1
Max Air,BEN,BAK,17,700,8,1
Ibom Air,YOLA,PHC,4,916,28,1
Arik Air,JOS,BEN,15,566,2,1
Green Africa,KAN,ILR,8,1259,17,1
Green Africa,YOLA,PHC,21,806,16,0
Azman Air,PHC,LOS,2,727,23,1
Max Air,LOK,ABV,11,1198,16,0
Aero Contractors,ABV,BAK,23,948,3,1
Air Peace,JOS,BEN,13,801,19,1
Arik Air,LOK,PHC,0,819,16,1
Air Peace,JOS,YOLA,8,454,31,0
Max Air,ABV,JOS,8,1129,11,0
Azman Air,PHC,YOLA,19,876,26,0
United Nigeria,KAN,BAK,12,1423,9,1
Arik Air,BEN,YOLA,10,868,2,0
Arik Air,YOLA,BEN,13,1254,30,1
Ibom Air,LOS,KAN,15,800,13,1
Arik Air,KAN,ABV,10,685,5,0
Max Air,KAN,YOLA,18,458,20,1
Arik Air,BAK,ABV,21,452,14,0
Arik Air,JOS,BEN,9,693,1,0
Air Peace,JOS,LOS,7,1457,6,1
Azman Air,BAK,PHC,10,1330,22,1
Dana Air,YOLA,BAK,7,989,11,0
Arik Air,JOS,BEN,19,535,17,0
Aero Contractors,ILR,LOK,9,252,23,1
Azman Air,BEN,JOS,16,886,22,0
Overland Airways,LOS,LOK,22,1265,14,0
Ibom Air,LOS,LOK,10,1483,14,1
Ibom Air,ABV,YOLA,9,1265,7,1
Arik Air,LOK,ILR,16,881,26,1
Green Africa,LOK,BAK,2,1093,27,0
Air Peace,KAN,LOK,2,536,6,0
Ibom Air,BAK,JOS,16,915,31,1
Arik Air,PHC,YOLA,22,1048,13,0
Green Africa,ABV,PHC,7,874,10,1
Green Africa,PHC,BEN,20,304,22,1
United Nigeria,JOS,LOS,21,902,31,1
Azman Air,LOS,JOS,18,1347,19,0
Aero Contractors,KAN,ABV,13,1322,31,0
Dana Air,LOK,BAK,4,205,10,0
Aero Contractors,BEN,LOK,18,999,5,1
United Nigeria,ABV,ILR,12,1490,13,1
Azman Air,YOLA,KAN,22,852,22,0
Air Peace,BEN,LOK,10,1492,23,0
Azman Air,PHC,ILR,22,750,5,0
United Nigeria,ILR,ABV,11,1141,21,1
United Nigeria,PHC,ABV,7,873,29,1
Air Peace,ABV,YOLA,11,1418,22,1
Air Peace,BEN,PHC,0,1127,7,1
Air Peace,ILR,KAN,17,523,20,0
Azman Air,JOS,PHC,1,815,7,1
Arik Air,YOLA,LOS,11,956,15,0
Ibom Air,PHC,YOLA,18,1288,15,1
Overland Airways,YOLA,ABV,22,400,21,0
Air Peace,BEN,ABV,6,441,23,0
Ibom Air,LOS,LOK,6,1230,1,0
Azman Air,LOK,JOS,17,202,12,0
Ibom Air,ILR,ABV,7,1053,2,0
Air Peace,LOS,BAK,9,1167,18,0
Dana Air,PHC,JOS,22,1164,15,1
United Nigeria,JOS,LOK,0,504,7,0
Ibom Air,YOLA,BAK,14,513,9,0
Green Africa,BEN,JOS,14,677,23,0
Green Africa,BAK,PHC,3,995,28,1
Ibom Air,ABV,JOS,9,1082,22,1
Air Peace,PHC,YOLA,7,697,3,0
Air Peace,LOS,YOLA,12,1236,10,1
Azman Air,LOK,BEN,20,605,2,1
Azman Air,LOK,LOS,6,1094,22,1
Dana Air,JOS,ABV,8,1285,25,0
Max Air,BEN,LOS,19,361,7,0
Green Africa,BAK,LOK,7,763,30,1
United Nigeria,ILR,LOS,13,357,31,1
Green Africa,LOK,ILR,19,212,31,1
Azman Air,LOS,YOLA,2,1409,5,1
Max Air,JOS,KAN,22,933,4,1
Arik Air,PHC,KAN,12,952,1,1
Dana Air,KAN,BEN,20,508,15,0
Dana Air,KAN,ABV,8,347,9,0
Arik Air,BAK,BEN,20,1220,6,1
United Nigeria,JOS,ABV,8,1278,14,0
Aero Contractors,LOS,KAN,21,1126,31,0
Overland Airways,JOS,BAK,21,770,2,0
Max Air,ILR,BEN,10,867,12,1
Azman Air,ILR,YOLA,5,891,23,1
Overland Airways,BEN,YOLA,22,709,28,0
United Nigeria,KAN,ILR,11,785,6,1
Dana Air,ILR,BEN,3,244,4,0
Azman Air,JOS,YOLA,22,285,22,1
Azman Air,BAK,KAN,21,463,16,0
Aero Contractors,BAK,YOLA,16,1491,29,1
Green Africa,LOK,ABV,6,1207,11,0
Max Air,PHC,LOK,5,1448,6,0
Aero Contractors,KAN,PHC,19,415,5,0
Air Peace,ILR,BAK,7,430,1,0
Air Peace,JOS,KAN,6,853,19,1
Aero Contractors,LOS,ILR,7,1400,7,1
Dana Air,PHC,BEN,8,901,18,0
Aero Contractors,BAK,ILR,0,906,10,1
Ibom Air,ABV,BAK,2,712,10,0
United Nigeria,ABV,BAK,17,1327,17,1
Air Peace,JOS,BAK,18,1324,24,1
Overland Airways,YOLA,BAK,10,504,7,0
Air Peace,KAN,JOS,17,1002,26,0
United Nigeria,LOS,BEN,5,650,21,0
United Nigeria,LOK,BEN,1,1492,22,1
Overland Airways,JOS,PHC,3,1132,1,0
Azman Air,ABV,LOK,4,1261,12,0
Aero Contractors,LOS,PHC,13,961,31,1
Arik Air,KAN,ABV,0,932,17,1
Aero Contractors,YOLA,JOS,21,262,16,0
Azman Air,BEN,KAN,13,704,20,1
Max Air,KAN,BAK,20,1144,15,1
Green Africa,KAN,JOS,12,464,29,0
Dana Air,BAK,JOS,21,734,19,0
Azman Air,LOK,JOS,15,1302,20,1
